"data_tier_desc","column_index","column_name","analyte_name","analyte_abbrev","analyte_code","analyte_type","analyte_data_type","analyte_format","uom_abbrev","analyte_desc","calc_size_frac"
"PSDA and Rock Fragments",14,"c_sand","Sand, Coarse PSDA, Moist, Dith, Pipet","sand_c_Moist_Dith","SndCMD","aggregate analyte","F","4.1","% wt","Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, Moist, Dith, Pipet",
"PSDA and Rock Fragments",4,"total_clay","Clay PSDA, Moist, Dith, Pipet","clay_tot_Moist_Dith","ClyTMD","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Moist, Dith, Pipet",
"Andic Soil Properties Tier 1",4,"clay_tot","Clay PSDA, Moist, Dith, Pipet","clay_tot_Moist_Dith","ClyTMD","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Moist, Dith, Pipet",
"PSDA and Rock Fragments",9,"fine_silt","Silt, Fine PSDA, Dith, Pipet","silt_f_Dith","SiltFD","aggregate analyte","F","4.1","% wt","Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet",
"PSDA and Rock Fragments",11,"vf_sand","Sand, Very Fine PSDA, Dith, Pipet","sand_vf_Dith","SndVFD","aggregate analyte","F","4.1","% wt","Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet",
"PSDA and Rock Fragments",15,"vc_sand","Sand, Very Coarse PSDA, Dith, Pipet","sand_vc_Dith","SndVCD","aggregate analyte","F","4.1","% wt","Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet",
"PSDA and Rock Fragments",13,"m_sand","Sand, Medium PSDA, Dith, Pipet","sand_m_Dith","SndM_D","aggregate analyte","F","4.1","% wt","Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet",
"PSDA and Rock Fragments",12,"f_sand","Sand, Fine PSDA, Dith, Pipet","sand_f_Dith","SndF_D","aggregate analyte","F","4.1","% wt","Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet",
"PSDA and Rock Fragments",14,"c_sand","Sand, Coarse PSDA, Dith, Pipet","sand_c_Dith","SndC_D","aggregate analyte","F","4.1","% wt","Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base., PSDA, Dith, Pipet",
"PSDA and Rock Fragments",4,"total_clay","Clay PSDA, Dith, Pipet","clay_tot_Dith","Cly_TD","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Dith, Pipet",
"Andic Soil Properties Tier 1",4,"clay_tot","Clay PSDA, Dith, Pipet","clay_tot_Dith","Cly_TD","aggregate analyte","F","4.1","% wt","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Dith, Pipet",
"Phosphorus",11,"p_olsn","Phosphorus, Olsen Extractable","p_olsn","POlsen","aggregate analyte","F","6.1","mg/kg","The Olsen extractable phosphorus is used as an indicator of available phosphorus in calcareous soil materials (pH >6).",
"Phosphorus",5,"p_nz","Phosphorus, New Zealand P Retention","p_nz","P_nz","aggregate analyte","I","3","%","The New Zealand phosphorus retention is the gravimetric percent phosphorus removed from a solution by equilibration with a sample. It is reported on a <2 mm base. High P retention indicates andic material.",
"Taxonomy Tier 2",13,"p_nz","Phosphorus, New Zealand P Retention","p_nz","P_nz","aggregate analyte","I","3","%","The New Zealand phosphorus retention is the gravimetric percent phosphorus removed from a solution by equilibration with a sample. It is reported on a <2 mm base. High P retention indicates andic material.",
"Andic Soil Properties Tier 2",9,"p_nz","Phosphorus, New Zealand P Retention","p_nz","P_nz","aggregate analyte","I","3","%","The New Zealand phosphorus retention is the gravimetric percent phosphorus removed from a solution by equilibration with a sample. It is reported on a <2 mm base. High P retention indicates andic material.",
"Phosphorus",13,"p_citx","Phosphorus, Citric Acid Extractable","p_citx","Pcitad","aggregate analyte","F","6.1","mg/kg","The phosphorus extractable by citric acid is an indicator of available phosphorus in the sample, reported as milligrams per kilogram on a <2 mm base.",
"Phosphorus",10,"p_bray2","Phosphorus, Bray-2 Extractable","p_bray2","PBray2","aggregate analyte","F","6.1","mg/kg","This is the phosphorus extractable by the Bray-2  method, reported as milligrams per kilogram on a <2 mm base. Bray-2 extracts both adsorbed and easily acid-soluble forms of P.",
"Phosphorus",9,"p_bray1","Phosphorus, Bray-1 Extractable","p_bray1","PBray1","aggregate analyte","F","6.1","mg/kg","This is the phosphorus extractable by the Bray-1 method, reported as milligrams per kilogram on a <2 mm base. It is used as an index of plant-available phosphorus. Bray-1 extracts adsorbed P.",
"Phosphorus",12,"p_h2o","Phosphorus, Water Soluble","p_h2o","P_h2o","aggregate analyte","F","6.1","mg/kg","The water soluble phosphorus is the fraction extracted by distilled water. It represents an attempt to approximate the P concentration in the soil solution, i.e. the mobile P.",
"Organic",16,"ph_h2o","pH, 1:1 Soil-Water Suspension","ph_h2o","pH_h2o","aggregate analyte","F","3.1","(NA)","The pH, 1:1 soil-water suspension is the pH of a sample measured in distilled water at a 1:1 soil:solution ratio. If wider ratios increase the pH, salts are indicated.",
"Taxonomy Tier 2",4,"ph_h2o","pH, 1:1 Soil-Water Suspension","ph_h2o","pH_h2o","aggregate analyte","F","3.1","(NA)","The pH, 1:1 soil-water suspension is the pH of a sample measured in distilled water at a 1:1 soil:solution ratio. If wider ratios increase the pH, salts are indicated.",
"pH and Carbonates",6,"pH_h2o","pH, 1:1 Soil-Water Suspension","ph_h2o","pH_h2o","aggregate analyte","F","3.1","(NA)","The pH, 1:1 soil-water suspension is the pH of a sample measured in distilled water at a 1:1 soil:solution ratio. If wider ratios increase the pH, salts are indicated.",
"Geochemistry Tier 1",13,"ph_h2o","pH, 1:1 Soil-Water Suspension","ph_h2o","pH_h2o","aggregate analyte","F","3.1","(NA)","The pH, 1:1 soil-water suspension is the pH of a sample measured in distilled water at a 1:1 soil:solution ratio. If wider ratios increase the pH, salts are indicated.",
"Andic Soil Properties Tier 2",4,"ph_h2o","pH, 1:1 Soil-Water Suspension","ph_h2o","pH_h2o","aggregate analyte","F","3.1","(NA)","The pH, 1:1 soil-water suspension is the pH of a sample measured in distilled water at a 1:1 soil:solution ratio. If wider ratios increase the pH, salts are indicated.",
"pH and Carbonates",8,"ph_ox","pH, Oxidized (sulfidic)","ph_ox","pH_ox","aggregate analyte","F","3.1","(NA)","The oxidized pH is the pH of a sample measured after incubation while saturated with distilled water. It is normally used to indicate the acid producing potential of acid sulfate materials.",
"Taxonomy Tier 2",5,"ph_naf","pH, 1:50 Soil-NaFl Suspension","ph_naf","pH_naf","aggregate analyte","F","3.1","(NA)","The pH, 1:50 soil-NaF suspension is the pH of a sample measured in 1.0N NaF at a 1:50 soil:solution ratio. If PH_NAF is > 9.4, andic materials are indicated.",
"pH and Carbonates",9,"pH_naf","pH, 1:50 Soil-NaFl Suspension","ph_naf","pH_naf","aggregate analyte","F","3.1","(NA)","The pH, 1:50 soil-NaF suspension is the pH of a sample measured in 1.0N NaF at a 1:50 soil:solution ratio. If PH_NAF is > 9.4, andic materials are indicated.",
"Mineralogy glass and petro",104,"MI_pc","Mica, petro_count","min_MI_petro_count","MI_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",103,"ML_pc","Melilite, petro_count","min_ML_petro_count","ML_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",102,"MR_pc","Marcasite, petro_count","min_MR_petro_count","MR_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",101,"MG_pc","Magnetite, petro_count","min_MG_petro_count","MG_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",100,"ME_pc","Magnesite, petro_count","min_ME_petro_count","ME_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",99,"LT_pc","Lithiophorite, petro_count","min_LT_petro_count","LT_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",98,"LM_pc","Limonite, petro_count","min_LM_petro_count","LM_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",97,"LU_pc","Leucoxene, petro_count","min_LU_petro_count","LU_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",96,"LO_pc","Lepidomelane, petro_count","min_LO_petro_count","LO_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",95,"LP_pc","Lepidolite, petro_count","min_LP_petro_count","LP_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",94,"LA_pc","Lamprobolite, petro_count","min_LA_petro_count","LA_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",93,"FL_pc","Labradorite, petro_count","min_FL_petro_count","FL_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",92,"KY_pc","Kyanite, petro_count","min_KY_petro_count","KY_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",91,"KK_pc","Kaolinite, petro_count","min_KK_petro_count","KK_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",90,"JO_pc","Jarosite, petro_count","min_JO_petro_count","JO_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",89,"FE_pc","Iron Oxides (Goethite, Magnetite, Hematite, Li), petro_count","min_FE_petro_count","FE_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",88,"QI_pc","Iron Oxide-Coated Quartz, petro_count","min_QI_petro_count","QI_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",87,"ID_pc","Iddingsite, petro_count","min_ID_petro_count","ID_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",86,"HB_pc","Hydrobiotite, petro_count","min_HB_petro_count","HB_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",85,"HN_pc","Hornblende, petro_count","min_HN_petro_count","HN_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",84,"HE_pc","Hematite, petro_count","min_HE_petro_count","HE_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",83,"KH_pc","Halloysite, petro_count","min_KH_petro_count","KH_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",82,"GY_pc","Gypsum, petro_count","min_GY_petro_count","GY_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",81,"GD_pc","Gold, petro_count","min_GD_petro_count","GD_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",80,"GE_pc","Goethite, petro_count","min_GE_petro_count","GE_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",79,"GO_pc","Glaucophane, petro_count","min_GO_petro_count","GO_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",78,"GL_pc","Glauconite, petro_count","min_GL_petro_count","GL_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",77,"GM_pc","Glassy Materials, petro_count","min_GM_petro_count","GM_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",76,"GS_pc","Glass, petro_count","min_GS_petro_count","GS_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",75,"QG_pc","Glass Coated Quartz, petro_count","min_QG_petro_count","QG_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",74,"OG_pc","Glass Coated Opaque, petro_count","min_OG_petro_count","OG_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",73,"HG_pc","Glass Coated Hornblende, petro_count","min_HG_petro_count","HG_pc","aggregate analyte","I","3","count","to be added",
"Water Content",10,"w3rec","Water Retention, 1/3 Bar, Reconstituted, Moist","w3rec","W3rec","aggregate analyte","F","5.1","% wt","1/3 bar water, reconstituted moist is the gravimetric percent water in reconstituted samples (held moist) after equilibration at 1/3 bar water tension. It is reported on a <2 mm base.",
"Water Content",8,"db_recd","Bulk Density, <2mm Fraction, Reconstituted, Ovendry","db_recd","DbODrc","aggregate analyte","F","4.2","g/cc","Bulk density, <2mm fraction, reconstituted, oven dry is the weight per unit volume of the <2 mm fraction, with volume measured on oven dry (105 C) reconstituted samples. It is reported as grams per cubic centimeter on a <2 mm base.",
"Water Content",7,"db_rec3","Bulk Density, <2mm Fraction, Reconstituted, 1/3 Bar","db_rec3","Db3rec","aggregate analyte","F","4.2","g/cc","Bulk density, <2mm fraction, reconstituted, 1/3 bar is the weight per unit volume of the <2 mm fraction, with volume measured on reconstituted samples at 1/3 bar water tension. It is reported as grams per cubic centimeter on a <2 mm base.",
"Water Content",15,"w2bl2","Water Retention, 2 Bar, Cores","w2bcore","W2Bcor","aggregate analyte","F","5.1","% wt","2 bar water, cores is the gravimetric percent water in soil core after equilibration at 2 bar water tension. It is reported on a <2 mm base.",
"Water Content",13,"w32l2","Water Retention, 1/3 Bar, Cores","w3core","W3corw","aggregate analyte","F","5.1","% wt","1/3 bar water, cores is the gravimetric percent water in soil core after equilibration at 1/3 bar water tension. It is reported on a <2 mm base.",
"Water Content",12,"w10l2","Water Retention, 1/10 Bar, Cores","w10core","W10cr","aggregate analyte","F","5.1","% wt","1/10 bar water, cores is the gravimetric percent water in soil core after equilibration at 1/10 bar water tension. It is reported on a <2 mm base.",
"Water Content",14,"w1bl2","Water Retention, 1 Bar, Cores","w1bcore","W1Bcor","aggregate analyte","F","5.1","% wt","1 bar water, cores is the gravimetric percent water in soil core after equilibration at 1 bar water tension. It is reported on a <2 mm base.",
"Water Content",11,"w6l2","Water Retention, 0.06 Bar, Cores","w6core","W6core","aggregate analyte","F","5.1","% wt","0.06 bar water, cores is the gravimetric percent water in soil core after equilibration at 0.06 bar water tension. It is reported on a <2 mm base.",
"Miscellaneous Data",17,"db_10b","Bulk Density, <2 mm Fraction, 1/10 Bar","db_10b","Db_10B","aggregate analyte","F","4.2","g/cc","Bulk density, <2 mm fraction, 1/10 bar is the weight per unit volume of the <2 mm fraction, with volume being measured after equilibration at 1/10 bar water tension. It is reported as grams per cubic centimeter on a <2 mm base.",
"Bulk Density and Moisture",9,"w3cld","Water Retention, 1/3 Bar, <2mm Clod","w3cld","W3cld","aggregate analyte","F","5.1","% wt","1/3 bar water, clods is the gravimetric percent water in natural fabric (clods) after equilibration at 1/3 bar water tension. It is reported on a <2 mm base.",
"Geochemistry Tier 1",11,"w3cld","Water Retention, 1/3 Bar, <2mm Clod","w3cld","W3cld","aggregate analyte","F","5.1","% wt","1/3 bar water, clods is the gravimetric percent water in natural fabric (clods) after equilibration at 1/3 bar water tension. It is reported on a <2 mm base.",
"Bulk Density and Moisture",8,"w10cld","Water Retention, 1/10 Bar, <2mm Clod","w10cld","W10cld","aggregate analyte","F","5.1","% wt","1/10 bar water, clods is the gravimetric percent water retained at 1/10 bar tension. It is measured on natural fabric (clods), and reported on a <2 mm base.",
"Bulk Density and Moisture",7,"w6clod","Water Retention, 0.06 Bar, <2mm Clod","w6clod","W6clod","aggregate analyte","F","5.1","% wt","0.06 bar water, <2mm fraction of clods is the gravimetric percent water held by clods equilibrated at 0.06 bar water tension. It is reported on a <2 mm base.",
"Bulk Density and Moisture",5,"db_od","Bulk Density, <2mm Fraction, Ovendry","db_od","DbOD","aggregate analyte","F","4.2","g/cc","Bulk density, oven dry (105 C) is the weight per unit volume of the <2 mm fraction, with volume measured on oven dry (105 C) natural fabric (clods). It is reported as grams per cubic centimeter on a <2 mm base.",
"Supplementary Tier 2",25,"db_od","Bulk Density, <2mm Fraction, Ovendry","db_od","DbOD","aggregate analyte","F","4.2","g/cc","Bulk density, oven dry (105 C) is the weight per unit volume of the <2 mm fraction, with volume measured on oven dry (105 C) natural fabric (clods). It is reported as grams per cubic centimeter on a <2 mm base.",
"Bulk Density and Moisture",4,"db_13b","Bulk Density, <2mm Fraction, 1/3 Bar","db_13b","Db1/3","aggregate analyte","F","4.2","g/cc","Bulk density, <2 mm fraction, 1/3 bar is the weight per unit volume of the <2 mm fraction, with volume being measured after equilibration at 1/3 bar water tension. It is reported as grams per cubic centimeter on a <2 mm base.",
